Trial	A/R	Trigger_mode
1	1	4
2	1	3
3	1	3
4	0	1
5	1	2
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	1	1
12	1	1
13	1	1
14	1	1
15	0	1
16	0	3
17	0	1
18	0	1
19	0	1
20	1	1
21	0	1
22	1	3
23	1	1
24	1	1
25	0	1
26	0	1
27	0	2
28	0	3
29	0	3
30	0	3
31	0	1
32	0	3
33	0	1
34	0	3
35	0	1
36	1	1
37	1	1
38	1	1
39	0	1
40	0	1
41	0	1
42	0	2
43	0	2
44	0	3
45	0	2
46	0	1
47	0	1
48	0	1
49	1	1
50	0	1
51	0	2
52	0	3
53	1	3
54	0	1
55	0	1
56	0	3
57	0	3
58	0	1
59	0	1
60	0	4
61	0	3
62	0	3
63	0	3
64	0	3
65	0	3
66	0	3
67	0	1
68	0	3
69	0	3
